Date,Abertura,Máxima,Mínima,Fechamento
2023-01-02,26.850000381469727,27.299999237060547,25.959999084472656,26.170000076293945
2023-01-03,26.360000610351562,26.549999237060547,25.479999542236328,25.799999237060547
2023-01-04,25.739999771118164,26.899999618530273,25.299999237060547,26.229999542236328
2023-01-05,26.56999969482422,27.34000015258789,26.450000762939453,27.079999923706055
2023-01-06,27.149999618530273,27.729999542236328,26.81999969482422,26.90999984741211
2023-01-09,26.84000015258789,27.309999465942383,26.600000381469727,27.09000015258789
2023-01-10,27.06999969482422,27.290000915527344,26.469999313354492,27.25
2023-01-11,27.25,27.829999923706055,27.190000534057617,27.600000381469727
2023-01-12,27.690000534057617,27.829999923706055,27.209999084472656,27.75
2023-01-13,27.549999237060547,27.860000610351562,27.350000381469727,27.690000534057617
2023-01-16,27.469999313354492,27.639999389648438,26.75,27.0
2023-01-17,27.149999618530273,28.920000076293945,27.149999618530273,28.899999618530273
2023-01-18,29.290000915527344,29.479999542236328,28.399999618530273,28.530000686645508
2023-01-19,28.350000381469727,29.540000915527344,28.309999465942383,29.5
2023-01-20,29.450000762939453,29.940000534057617,28.889999389648438,29.829999923706055
2023-01-23,29.8799991607666,31.219999313354492,29.649999618530273,30.520000457763672
2023-01-24,30.780000686645508,31.489999771118164,30.010000228881836,30.290000915527344
2023-01-25,30.280000686645508,30.469999313354492,29.360000610351562,30.420000076293945
2023-01-26,30.420000076293945,30.56999969482422,28.920000076293945,29.56999969482422
2023-01-27,29.579999923706055,29.59000015258789,28.700000762939453,28.899999618530273
2023-01-30,29.239999771118164,29.31999969482422,28.65999984741211,28.989999771118164
2023-01-31,28.989999771118164,29.540000915527344,28.729999542236328,29.459999084472656
2023-02-01,29.459999084472656,29.8700008392334,28.59000015258789,28.8799991607666
2023-02-02,28.799999237060547,28.969999313354492,27.360000610351562,27.510000228881836
2023-02-03,27.5,28.43000030517578,27.389999389648438,27.84000015258789
2023-02-06,27.850000381469727,29.020000457763672,27.850000381469727,28.850000381469727
2023-02-07,28.950000762939453,29.25,28.420000076293945,28.700000762939453
2023-02-08,28.90999984741211,29.350000381469727,28.729999542236328,29.280000686645508
2023-02-09,29.260000228881836,29.559999465942383,29.079999923706055,29.280000686645508
2023-02-10,29.270000457763672,30.25,29.270000457763672,30.079999923706055
2023-02-13,30.0,30.350000381469727,29.6200008392334,30.229999542236328
2023-02-14,30.229999542236328,30.440000534057617,29.979999542236328,30.049999237060547
2023-02-15,29.829999923706055,30.399999618530273,29.709999084472656,30.18000030517578
2023-02-16,30.0,30.479999542236328,30.0,30.149999618530273
2023-02-17,30.1200008392334,30.1299991607666,29.690000534057617,29.690000534057617
2023-02-22,29.09000015258789,29.43000030517578,28.950000762939453,28.950000762939453
2023-02-23,28.950000762939453,30.31999969482422,28.950000762939453,30.030000686645508
2023-02-24,30.030000686645508,30.170000076293945,29.469999313354492,29.579999923706055
2023-02-27,29.440000534057617,30.420000076293945,29.360000610351562,30.06999969482422
2023-02-28,30.040000915527344,30.719999313354492,28.75,28.75
2023-03-01,28.799999237060547,28.8700008392334,27.3799991607666,28.75
