Date,Abertura,Máxima,Mínima,Fechamento
2023-01-02,21.6299991607666,21.639999389648438,21.18000030517578,21.450000762939453
2023-01-03,21.450000762939453,21.5,20.8700008392334,21.040000915527344
2023-01-04,21.100000381469727,21.3799991607666,20.959999084472656,21.059999465942383
2023-01-05,21.170000076293945,21.790000915527344,21.079999923706055,21.68000030517578
2023-01-06,21.729999542236328,22.059999465942383,21.6299991607666,21.959999084472656
2023-01-09,21.889999389648438,22.170000076293945,21.760000228881836,22.020000457763672
2023-01-10,21.940000534057617,22.440000534057617,21.700000762939453,22.3700008392334
2023-01-11,22.350000381469727,23.0,22.229999542236328,22.93000030517578
2023-01-12,22.829999923706055,23.079999923706055,22.360000610351562,22.889999389648438
2023-01-13,22.6200008392334,22.690000534057617,22.399999618530273,22.6299991607666
2023-01-16,22.450000762939453,22.549999237060547,22.139999389648438,22.190000534057617
2023-01-17,22.239999771118164,22.649999618530273,22.139999389648438,22.639999389648438
2023-01-18,22.8799991607666,22.969999313354492,22.709999084472656,22.760000228881836
2023-01-19,22.510000228881836,22.780000686645508,22.350000381469727,22.639999389648438
2023-01-20,22.600000381469727,22.739999771118164,22.280000686645508,22.34000015258789
2023-01-23,22.329999923706055,22.3799991607666,21.639999389648438,21.81999969482422
2023-01-24,21.829999923706055,22.200000762939453,21.739999771118164,21.780000686645508
2023-01-25,21.780000686645508,22.010000228881836,21.510000228881836,21.920000076293945
2023-01-26,21.959999084472656,22.06999969482422,21.639999389648438,21.829999923706055
2023-01-27,21.8700008392334,21.8700008392334,21.190000534057617,21.280000686645508
2023-01-30,21.290000915527344,21.3700008392334,20.950000762939453,21.299999237060547
2023-01-31,21.299999237060547,21.790000915527344,21.25,21.549999237060547
2023-02-01,21.399999618530273,21.649999618530273,21.170000076293945,21.360000610351562
2023-02-02,21.290000915527344,22.0,21.139999389648438,21.40999984741211
2023-02-03,21.489999771118164,21.510000228881836,21.06999969482422,21.360000610351562
2023-02-06,21.360000610351562,21.600000381469727,21.079999923706055,21.540000915527344
2023-02-07,21.5,21.670000076293945,20.940000534057617,21.229999542236328
2023-02-08,21.700000762939453,22.670000076293945,21.56999969482422,22.6200008392334
2023-02-09,22.6200008392334,22.84000015258789,22.030000686645508,22.100000381469727
2023-02-10,21.700000762939453,22.15999984741211,21.700000762939453,21.959999084472656
2023-02-13,21.969999313354492,22.829999923706055,21.969999313354492,22.700000762939453
2023-02-14,22.65999984741211,22.8700008392334,22.309999465942383,22.43000030517578
2023-02-15,22.239999771118164,22.950000762939453,22.239999771118164,22.670000076293945
2023-02-16,22.559999465942383,22.979999542236328,22.469999313354492,22.829999923706055
2023-02-17,22.600000381469727,22.989999771118164,22.600000381469727,22.899999618530273
2023-02-22,22.809999465942383,22.809999465942383,22.350000381469727,22.420000076293945
2023-02-23,22.399999618530273,23.030000686645508,22.3700008392334,22.510000228881836
2023-02-24,22.510000228881836,22.549999237060547,21.790000915527344,21.899999618530273
2023-02-27,21.899999618530273,21.950000762939453,21.5,21.649999618530273
2023-02-28,21.649999618530273,22.030000686645508,21.549999237060547,21.719999313354492
2023-03-01,21.649999618530273,21.690000534057617,21.0,21.459999084472656
2023-03-02,21.469999313354492,21.639999389648438,20.889999389648438,20.940000534057617
2023-03-03,20.940000534057617,21.239999771118164,20.8700008392334,20.940000534057617
2023-03-06,20.940000534057617,21.510000228881836,20.889999389648438,21.100000381469727
2023-03-07,21.139999389648438,21.34000015258789,20.799999237060547,21.31999969482422
2023-03-08,21.399999618530273,21.739999771118164,21.299999237060547,21.600000381469727
2023-03-09,21.59000015258789,21.700000762939453,21.239999771118164,21.31999969482422
2023-03-10,21.31999969482422,21.31999969482422,20.690000534057617,20.829999923706055
2023-03-13,20.760000228881836,20.760000228881836,20.34000015258789,20.559999465942383
2023-03-14,20.59000015258789,20.719999313354492,20.399999618530273,20.5
2023-03-15,20.299999237060547,20.6200008392334,19.979999542236328,20.530000686645508
2023-03-16,20.530000686645508,20.850000381469727,20.360000610351562,20.579999923706055
2023-03-17,20.579999923706055,20.610000610351562,20.1299991607666,20.1299991607666
2023-03-20,20.149999618530273,20.549999237060547,20.06999969482422,20.110000610351562
2023-03-21,20.18000030517578,20.65999984741211,20.18000030517578,20.3799991607666
2023-03-22,20.3799991607666,20.6200008392334,20.219999313354492,20.31999969482422
2023-03-23,20.31999969482422,20.639999389648438,19.649999618530273,19.81999969482422
2023-03-24,19.600000381469727,19.940000534057617,19.530000686645508,19.860000610351562
2023-03-27,19.940000534057617,20.270000457763672,19.940000534057617,20.110000610351562
2023-03-28,20.170000076293945,20.329999923706055,20.049999237060547,20.25
2023-03-29,20.290000915527344,20.489999771118164,20.139999389648438,20.360000610351562
2023-03-30,20.790000915527344,21.09000015258789,20.610000610351562,20.950000762939453
2023-03-31,20.959999084472656,21.309999465942383,20.860000610351562,21.059999465942383
2023-04-03,21.010000228881836,21.059999465942383,20.31999969482422,20.40999984741211
2023-04-04,20.40999984741211,20.989999771118164,20.399999618530273,20.850000381469727
2023-04-05,20.829999923706055,21.020000457763672,20.579999923706055,20.799999237060547
2023-04-06,20.799999237060547,20.920000076293945,20.610000610351562,20.75
2023-04-10,20.700000762939453,21.049999237060547,20.690000534057617,20.920000076293945
2023-04-11,21.40999984741211,21.709999084472656,21.25,21.600000381469727
2023-04-12,21.729999542236328,22.06999969482422,21.600000381469727,21.81999969482422
2023-04-13,21.809999465942383,21.979999542236328,21.65999984741211,21.690000534057617
2023-04-14,21.690000534057617,22.079999923706055,21.59000015258789,22.0
2023-04-17,22.0,22.1200008392334,21.760000228881836,21.940000534057617
2023-04-18,21.940000534057617,22.139999389648438,21.739999771118164,21.940000534057617
2023-04-19,21.790000915527344,21.850000381469727,21.469999313354492,21.56999969482422
2023-04-20,21.56999969482422,21.649999618530273,21.3700008392334,21.610000610351562
2023-04-24,21.59000015258789,21.690000534057617,21.25,21.43000030517578
2023-04-25,21.399999618530273,21.729999542236328,21.34000015258789,21.6200008392334
2023-04-26,21.6200008392334,21.65999984741211,21.420000076293945,21.450000762939453
2023-04-27,21.479999542236328,21.889999389648438,21.469999313354492,21.829999923706055
2023-04-28,21.780000686645508,22.09000015258789,21.65999984741211,22.09000015258789
2023-05-02,22.0,22.049999237060547,21.219999313354492,21.290000915527344
2023-05-03,21.299999237060547,21.389999389648438,21.059999465942383,21.1200008392334
2023-05-04,21.110000610351562,21.43000030517578,20.90999984741211,21.200000762939453
2023-05-05,21.25,21.959999084472656,21.219999313354492,21.84000015258789
2023-05-08,22.0,22.450000762939453,21.889999389648438,22.270000457763672
2023-05-09,22.239999771118164,22.790000915527344,22.200000762939453,22.489999771118164
2023-05-10,22.450000762939453,23.020000457763672,22.360000610351562,22.8700008392334
2023-05-11,22.790000915527344,23.219999313354492,22.639999389648438,23.049999237060547
2023-05-12,22.989999771118164,23.020000457763672,22.770000457763672,22.959999084472656
2023-05-15,22.959999084472656,23.110000610351562,22.829999923706055,23.020000457763672
2023-05-16,22.989999771118164,23.25,22.889999389648438,22.889999389648438
2023-05-17,22.989999771118164,23.329999923706055,22.989999771118164,23.040000915527344
2023-05-18,23.040000915527344,23.15999984741211,22.809999465942383,22.850000381469727
